katamajemuk,label,is_kata_dasar,kata_dasar_1,kata_dasar_2
arah tujuan,1,0,arah,tujuan
asal mula,1,0,asal,mula
asal usul,1,0,asal,usul
asam garam,1,0,asam,garam
asyik masyuk,1,0,asyik,masyuk
babak belur,1,0,babak,belur
baca tulis,1,0,baca,tulis
bea cukai,1,0,bea,cukai
bebas rahasia,1,0,bebas,rahasia
belajar mengajar,1,0,belajar,mengajar
beradik berkakak,1,0,beradik,berkakak
berakar berumbi,1,0,berakar,berumbi
beras petas,1,0,beras,petas
biru lebam,1,0,biru,lebam
budi bahasa,1,0,budi,bahasa
budi pekerti,1,0,budi,pekerti
cerah ceria,1,0,cerah,ceria
cerdas cermat,1,0,cerdas,cermat
cerdas tangkas,1,0,cerdas,tangkas
cita rasa,1,0,cita,rasa
cumbu rayu,1,0,cumbu,rayu
darah daging,1,0,darah,daging
daya ikhtiar,1,0,daya,ikhtiar
daya upaya,1,0,daya,upaya
daya usaha,1,0,daya,usaha
doa restu,1,0,doa,restu
gagah berani,1,0,gagah,berani
gagah perwira,1,0,gagah,perwira
harta benda,1,0,harta,benda
haru biru,1,0,haru,biru
hati nurani,1,0,hati,nurani
hutan belukar,1,0,hutan,belukar
ilmu pengetahuan,1,0,ilmu,pengetahuan
intan permata,1,0,intan,permata
inti sari,1,1,inti,sari
iri dengki,1,0,iri,dengki
isak tangis,1,0,isak,tangis
jantung hati,1,0,jantung,hati
jejak langkah,1,0,jejak,langkah
jerit tangis,1,0,jerit,tangis
kain baju,1,0,kain,baju
kaki tangan,1,0,kaki,tangan
kampung halaman,1,0,kampung,halaman
kaum keluarga,1,0,kaum,keluarga
kaum kerabat,1,0,kaum,kerabat
keamanan ketertiban,1,0,keamanan,ketertiban
kelak kemudian,1,0,kelak,kemudian
kembang biak,1,0,kembang,biak
kering kerontang,1,0,kering,kerontang
kosong melompong,1,0,kosong,melompong
kurus kering,1,0,kurus,kering
lagak lagu,1,0,lagak,lagu
lemah gemulai,1,0,lemah,gemulai
lemah laun,1,0,lemah,laun
lemah lembut,1,0,lemah,lembut
lemah lentur,1,0,lemah,lentur
lemah lunglai,1,0,lemah,lunglai
lesu lemah,1,0,lesu,lemah
letih lesu,1,0,letih,lesu
letih lisut,1,0,letih,lisut
mata telinga,1,0,mata,telinga
merdeka berdaulat,1,0,merdeka,berdaulat
nafsu berahi,1,0,nafsu,berahi
nenek moyang,1,0,nenek,moyang
nista umpat,1,0,nista,umpat
nusa bangsa,1,0,nusa,bangsa
padang belantara,1,0,padang,belantara
pala wija,1,1,pala,wija
pangkat kedudukan,1,0,pangkat,kedudukan
panjang lebar,1,0,panjang,lebar
pencak silat,1,0,pencak,silat
periuk belanga,1,0,periuk,belanga
pinggan cawan,1,0,pinggan,cawan
pokok pangkal,1,0,pokok,pangkal
ratap tangis,1,0,ratap,tangis
rindu dendam,1,0,rindu,dendam
rukun damai,1,0,rukun,damai
rumah tangga,1,0,rumah,tangga
suka baka,1,0,suka,baka
salah bebal,1,0,salah,bebal
salam takzim,1,0,salam,takzim
sama rata,1,0,sama,rata
samun sakal,1,0,samun,sakal
sebar luas,1,0,sebar,luas
segar bugar,1,0,segar,bugar
seia sekata,1,0,seia,sekata
seiring sejalan,1,0,seiring,sejalan
sembah sujud,1,0,sembah,sujud
senasib sepenanggungan,1,0,senasib,sepenanggungan
sepak terjang,1,0,sepak,terjang
siap sedia,1,0,siap,sedia
silang selisih,1,0,silang,selisih
silang sengketa,1,0,silang,sengketa
simpang siur,1,0,simpang,siur
sirih pinang,1,0,sirih,pinang
suci murni,1,0,suci,murni
suku sakat,1,0,suku,sakat
suri teladan,1,0,suri,teladan
syak wasangka,1,0,syak,wasangka
tak lain tak bukan,1,0,tak,lain
takut-takut segan,1,0,takut-takut,segan
tambal sulam,1,0,tambal,sulam
tanah air,1,0,tanah,air
tanggung jawab,1,0,tanggung,jawab
taufik hidayat,1,0,taufik,hidayat
teluk rantau,1,0,teluk,rantau
timbal balik,1,0,timbal,balik
tinggi semampai,1,0,tinggi,semampai
tugas kewajiban,1,0,tugas,kewajiban
tunjuk ajar,1,0,tunjuk,ajar
zakat fitrah,1,0,zakat,fitrah
atas bawah,1,0,atas,bawah
besar kecil,1,0,besar,kecil
bongkar pasang,1,0,bongkar,pasang
depan belakang,1,0,depan,belakang
gali uruk,1,0,gali,uruk
haluan buritan,1,0,haluan,buritan
hidup-hidup mati,1,0,hidup-hidup,mati
hilir mudik,1,0,hilir,mudik
ijab kabul,1,0,ijab,kabul
jatuh bangun,1,0,jatuh,bangun
jauh dekat,1,0,jauh,dekat
jiwa raga,1,0,jiwa,raga
jual beli,1,0,jual,beli
jungkir balik,1,0,jungkir,balik
kawin cerai,1,0,kawin,cerai
kembang kempis,1,0,kembang,kempis
kembang kuncup,1,0,kembang,kuncup
ke sana ke mari,1,0,ke,sana
luar dalam,1,0,luar,dalam
lupa-lupa ingat,1,0,lupa-lupa,ingat
mau tak mau,1,0,mau,tak
muka belakang,1,0,muka,belakang
panas dingin,1,0,panas,dingin
panas-panas dingin,1,0,panas-panas,dingin
pergi balik,1,0,pergi,balik
plus minus,1,0,plus,minus
sedikit banyak,1,0,sedikit,banyak
sehidup semati,1,0,sehidup,semati
suka duka,1,0,suka,duka
suka tak suka,1,0,suka,tak
timbul tenggelam,1,0,timbul,tenggelam
timbul-timbul tenggelam,1,0,timbul-timbul,tenggelam
tinggi rendah,1,0,tinggi,rendah
tragedi komedi,1,0,tragedi,komedi
untung rugi,1,0,untung,rugi
utang piutang,1,0,utang,piutang
ayah bunda,1,0,ayah,bunda
ayah ibu,1,0,ayah,ibu
bruder suster,1,0,bruder,suster
dewa dewi,1,0,dewa,dewi
hadirin hadirat,1,0,hadirin,hadirat
jantan betina,1,0,jantan,betina
kakek nenek,1,0,kakek,nenek
laki bini,1,0,laki,bini
laki-laki perempuan,1,0,laki-laki,perempuan
muda mudi,1,0,muda,mudi
pria wanita,1,0,pria,wanita
putra putri,1,0,putra,putri
saudara saudari,1,0,saudara,saudari
suami istri,1,0,suami,istri
teruna teruni,1,0,teruna,teruni
anak cucu,1,0,anak,cucu
kakak adik,1,0,kakak,adik
berkakak adik,1,0,berkakak,adik
tua muda,1,0,tua,muda
basah kuyup,1,0,basah,kuyup
satu padu,1,0,satu,padu
campur aduk,1,0,campur,aduk
hancur lebur,1,0,hancur,lebur
hancur luluh,1,0,hancur,luluh
merah padam,1,0,merah,padam
penuh sesak,1,0,penuh,sesak
putih bersih,1,0,putih,bersih
rusak binasa,1,0,rusak,binasa
singkat padat,1,0,singkat,padat
teguh kukuh,1,0,teguh,kukuh
tenteram damai,1,0,tenteram,damai
terus terang,1,0,terus,terang
tua bangka,1,0,tua,bangka
tua renta,1,0,tua,renta
tumpang tindih,1,0,tumpang,tindih
ambil alih,1,0,ambil,alih
candak kulak,1,0,candak,kulak
kian ke mari,1,0,kian,ke
peluk cium,1,0,peluk,cium
petik jual,1,0,petik,jual
rebut rampas,1,0,rebut,rampas
sekali dua,1,0,sekali,dua
serah terima,1,0,serah,terima
tabrak lari,1,0,tabrak,lari
tangkap jual,1,0,tangkap,jual
tanya jawab,1,0,tanya,jawab
timbang terima,1,0,timbang,terima
anak air,1,0,anak,air
anak ali-ali,1,0,anak,ali-ali
anak angin,1,0,anak,angin
anak api,1,0,anak,api
anak asak,1,0,anak,asak
anak baju,1,0,anak,baju
anak bangsawan,1,0,anak,bangsawan
anak bari,1,0,anak,bari
anak batu,1,0,anak,batu
anak benua,1,0,anak,benua
anak bilik,1,0,anak,bilik
anak bukit,1,0,anak,bukit
anak busur,1,0,anak,busur
anak dagang,1,0,anak,dagang
anak damak,1,0,anak,damak
anak dayung,1,0,anak,dayung
anak gambang,1,0,anak,gambang
anak genta,1,0,anak,genta
anak ginjal,1,0,anak,ginjal
anak gobek,1,0,anak,gobek
anak gumbang,1,0,anak,gumbang
anak igu,1,0,anak,igu
anak jari,1,0,anak,jari
anak jentera,1,0,anak,jentera
anak joget,1,0,anak,joget
anak kalimat,1,0,anak,kalimat
anak kapi,1,0,anak,kapi
anak kati,1,0,anak,kati
anak kilas,1,0,anak,kilas
anak kunci,1,0,anak,kunci
anak lela,1,0,anak,lela
anak lidah,1,0,anak,lidah
anak limpa,1,0,anak,limpa
anak lumpang,1,0,anak,lumpang
anak mata,1,0,anak,mata
anak meja,1,0,anak,meja
anak meriam,1,0,anak,meriam
anak negeri,1,0,anak,negeri
anak panah,1,0,anak,panah
anak panggung,1,0,anak,panggung
anak perigi,1,0,anak,perigi
anak rambut,1,0,anak,rambut
anak roda,1,0,anak,roda
anak saku,1,0,anak,saku
anak sungai,1,0,anak,sungai
anak tangan,1,0,anak,tangan
anak tangga,1,0,anak,tangga
anak tari,1,0,anak,tari
anak tekak,1,0,anak,tekak
anak telinga,1,0,anak,telinga
anak timbangan,1,0,anak,timbangan
anak tonil,1,0,anak,tonil
akhir pekan,1,0,akhir,pekan
tahun baru,1,0,tahun,baru
mobil listrik,1,0,mobil,listrik
olah tubuh,1,0,olah,tubuh
olah rasa,1,0,olah,rasa
orang tua,1,0,orang,tua
akad nikah,1,0,akad,nikah
angkatan darat,1,0,angkatan,darat
angkatan laut,1,0,angkatan,laut
angkatan udara,1,0,angkatan,udara
gelap gulita,1,0,gelap,gulita
gelak tawa,1,0,gelak,tawa
gotong royong,1,0,gotong,royong
surat kabar,1,0,surat,kabar
fakir miskin,1,0,fakir,miskin
raut muka,1,0,raut,muka
alam semesta,1,0,alam,semesta
nilai tambah,1,0,nilai,tambah
anak kampung,1,0,anak,kampung
lapangan kerja,1,0,lapangan,kerja
lapangan pekerjaan,1,0,lapangan,pekerjaan
matahari,1,1,matahari,
binaraga,1,1,binaraga,
dukacita,1,1,dukacita,
sukacita,1,1,sukacita,
tunabusana,1,1,tunabusana,
tunakarya,1,1,tunakarya,
tunanetra,1,1,tunanetra,
tunarungu,1,1,tunarungu,
tunasusila,1,1,tunasusila,
tunawicara,1,1,tunawicara,
tunawisma,1,1,tunawisma,
sukaria,1,1,sukaria,
malapetaka,1,1,malapetaka,
rekayasa,1,1,rekayasa,
sukarela,1,1,sukarela,
tragikomedi,1,1,tragikomedi,
cespleng,1,1,cespleng,
tokcer,1,1,tokcer,
olahraga,1,1,olahraga,
kacamata,1,1,kacamata,
pancaindra,1,1,pancaindra,
anaktorak,0,0,anaktorak,
anakuang,0,0,anakuang,
batangair,0,0,batangair,
batangdacing,0,0,batangdacing,
batangleher,0,0,batangleher,
batangtubuh,0,0,batangtubuh,
biangcuka,0,0,biangcuka,
biangjari,0,0,biangjari,
biangkeladi,0,0,biangkeladi,
biangkeringat,0,0,biangkeringat,
biangtangan,0,0,biangtangan,
bibirbelangan,0,0,bibirbelangan,
bibircangkir,0,0,bibircangkir,
bibircawan,0,0,bibircawan,
bibirjalan,0,0,bibirjalan,
bibirsumur,0,0,bibirsumur,
buahbaju,0,0,buahbaju,
buahbetis,0,0,buahbetis,
buahcatur,0,0,buahcatur,
buahdacing,0,0,buahdacing,
buahdada,0,0,buahdada,
buahguli,0,0,buahguli,
buahhati,0,0,buahhati,
buahlengan,0,0,buahlengan,
buahmata,0,0,buahmata,
buahpantat,0,0,buahpantat,
buahpelir,0,0,buahpelir,
buahpinggang,0,0,buahpinggang,
buahzakar,0,0,buahzakar,
daunneraca,0,0,daunneraca,
daunpintu,0,0,daunpintu,
dauntelinga,0,0,dauntelinga,
hidungkapalterbang,0,0,hidungkapalterbang,
hidungmobil,0,0,hidungmobil,
ibujari,0,0,ibujari,
ibukaki,0,0,ibukaki,
ibukota,0,0,ibukota,
ibunegeri,0,0,ibunegeri,
ibupanah,0,0,ibupanah,
ibutangan,0,0,ibutangan,
indukbala,0,0,indukbala,
indukberas,0,0,indukberas,
indukbunga,0,0,indukbunga,
indukjari,0,0,indukjari,
indukkaki,0,0,indukkaki,
indukkalimat,0,0,indukkalimat,
indukkarangan,0,0,indukkarangan,
indukkarbol,0,0,indukkarbol,
indukkeretaapi,0,0,indukkeretaapi,
indukmadu,0,0,indukmadu,
indukpadi,0,0,indukpadi,
indukroti,0,0,indukroti,
indukrumah,0,0,indukrumah,
induksemang,0,0,induksemang,
induktangan,0,0,induktangan,
induktentara,0,0,induktentara,
indukutang,0,0,indukutang,
indungmadu,0,0,indungmadu,
indungmutiara,0,0,indungmutiara,
indungsutera,0,0,indungsutera,
indungtelur,0,0,indungtelur,
jantungpaha,0,0,jantungpaha,
jantungpisang,0,0,jantungpisang,
jantungtangan,0,0,jantungtangan,
kakigunung,0,0,kakigunung,
kakilangit,0,0,kakilangit,
kakimeja,0,0,kakimeja,
kepalaair,0,0,kepalaair,
kepalaarwah,0,0,kepalaarwah,
kepalabagian,0,0,kepalabagian,
kepalabahu,0,0,kepalabahu,
kepalabalok,0,0,kepalabalok,
kepaladaerah,0,0,kepaladaerah,
kepalajara,0,0,kepalajara,
kepalakain,0,0,kepalakain,
kepalakampung,0,0,kepalakampung,
kepalakarangan,0,0,kepalakarangan,
kepalakeluarga,0,0,kepalakeluarga,
kepalakeretaapi,0,0,kepalakeretaapi,
kepalakodi,0,0,kepalakodi,
kepalakongsi,0,0,kepalakongsi,
kepalakue,0,0,kepalakue,
kepalanasi,0,0,kepalanasi,
kepalanegara,0,0,kepalanegara,
kepalanegeri,0,0,kepalanegeri,
kepalapaha,0,0,kepalapaha,
kepalapasukan,0,0,kepalapasukan,
kepalapayung,0,0,kepalapayung,
kepalaperampok,0,0,kepalaperampok,
kepalaperang,0,0,kepalaperang,
kepalapulau,0,0,kepalapulau,
kepalaracun,0,0,kepalaracun,
kepalaregu,0,0,kepalaregu,
kepalasoda,0,0,kepalasoda,
kepalasantan,0,0,kepalasantan,
kepalasarung,0,0,kepalasarung,
kepalasekolah,0,0,kepalasekolah,
kepalastasiun,0,0,kepalastasiun,
kepalasuku,0,0,kepalasuku,
kepalasurat,0,0,kepalasurat,
kepalasusu,0,0,kepalasusu,
kepalatahu,0,0,kepalatahu,
kepalatahun,0,0,kepalatahun,
kepalaterompah,0,0,kepalaterompah,
kepalatongkat,0,0,kepalatongkat,
kepalatungku,0,0,kepalatungku,
mataair,0,0,mataair,
mataalamat,0,0,mataalamat,
mataanggaran,0,0,mataanggaran,
mataangin,0,0,mataangin,
mataayam,0,0,mataayam,
matabajak,0,0,matabajak,
matabedil,0,0,matabedil,
matabeliung,0,0,matabeliung,
matabenda,0,0,matabenda,
matabisul,0,0,matabisul,
matabuku,0,0,matabuku,
matabulan,0,0,matabulan,
matacangkul,0,0,matacangkul,
matacincin,0,0,matacincin,
matadabus,0,0,matadabus,
matadacing,0,0,matadacing,
matadagangan,0,0,matadagangan,
mataduli,0,0,mataduli,
matagunting,0,0,matagunting,
matahati,0,0,matahati,
matahuruf,0,0,matahuruf,
matajala,0,0,matajala,
matakail,0,0,matakail,
matakain,0,0,matakain,
matakaki,0,0,matakaki,
matakayu,0,0,matakayu,
matakerek,0,0,matakerek,
matakeris,0,0,matakeris,
matakuliah,0,0,matakuliah,
mataluka,0,0,mataluka,
matameriam,0,0,matameriam,
matapahi,0,0,matapahi,
matapanah,0,0,matapanah,
matapangkur,0,0,matapangkur,
matapedang,0,0,matapedang,
matapedoman,0,0,matapedoman,
matapelajaran,0,0,matapelajaran,
matapencarian,0,0,matapencarian,
matapetir,0,0,matapetir,
matapisau,0,0,matapisau,
matarantai,0,0,matarantai,
matasangkur,0,0,matasangkur,
matasusu,0,0,matasusu,
matatajak,0,0,matatajak,
matatembilang,0,0,matatembilang,
matatombak,0,0,matatombak,
matatong,0,0,matatong,
matauang,0,0,matauang,
moncongsenapan,0,0,moncongsenapan,
mulutbedil,0,0,mulutbedil,
mulutmeriam,0,0,mulutmeriam,
mulutsungai,0,0,mulutsungai,
pantatceret,0,0,pantatceret,
pantalperiuk,0,0,pantalperiuk,
perutbumi,0,0,perutbumi,
perutdaun,0,0,perutdaun,
perutkapal,0,0,perutkapal,
perutpadi,0,0,perutpadi,
sukubangsa,0,0,sukubangsa,
sukubunga,0,0,sukubunga,
sukuemas,0,0,sukuemas,
sukujam,0,0,sukujam,
sukukata,0,0,sukukata,
sukutahun,0,0,sukutahun,
tajukrencana,0,0,tajukrencana,
tajuksurat,0,0,tajuksurat,
tanganbaju,0,0,tanganbaju,
alihbahasa,0,0,alihbahasa,
alihteknologi,0,0,alihteknologi,
bagihasil,0,0,bagihasil,
balapsepeda,0,0,balapsepeda,
baliknama,0,0,baliknama,
basuhlantai,0,0,basuhlantai,
beladiri,0,0,beladiri,
belahbatang,0,0,belahbatang,
belahbetung,0,0,belahbetung,
belahbuluh,0,0,belahbuluh,
belahbumbung,0,0,belahbumbung,
belahdada,0,0,belahdada,
belahketupat,0,0,belahketupat,
belahlemang,0,0,belahlemang,
belahmulut,0,0,belahmulut,
binawicara,0,0,binawicara,
cacahjiwa,0,0,cacahjiwa,
cuciotak,0,0,cuciotak,
dengarpendapat,0,0,dengarpendapat,
gantirugi,0,0,gantirugi,
gorangkacang,0,0,gorangkacang,
gorengpisang,0,0,gorengpisang,
gugurgunung,0,0,gugurgunung,
ikatbelanda,0,0,ikatbelanda,
ikatdagangluar,0,0,ikatdagangluar,
ikatemas,0,0,ikatemas,
ikatperang,0,0,ikatperang,
ikatpermata,0,0,ikatpermata,
ikatpinggang,0,0,ikatpinggang,
kawalgunung,0,0,kawalgunung,
kekangdiri,0,0,kekangdiri,
lemparcakram,0,0,lemparcakram,
lemparlembing,0,0,lemparlembing,
lombamengarang,0,0,lombamengarang,
lombakebersihan,0,0,lombakebersihan,
lombakekayaan,0,0,lombakekayaan,
lombalari,0,0,lombalari,
lombalayar,0,0,lombalayar,
lontarmartil,0,0,lontarmartil,
panggangayam,0,0,panggangayam,
rancangbangun,0,0,rancangbangun,
rekabentuk,0,0,rekabentuk,
rekacipta,0,0,rekacipta,
sepakbola,0,0,sepakbola,
sepakraga,0,0,sepakraga,
sepaktakraw,0,0,sepaktakraw,
tatabahasa,0,0,tatabahasa,
tatabentuk,0,0,tatabentuk,
tatabuku,0,0,tatabuku,
tatacara,0,0,tatacara,
tatahukum,0,0,tatahukum,
tatakalimat,0,0,tatakalimat,
tatakata,0,0,tatakata,
tatalaksana,0,0,tatalaksana,
tatanama,0,0,tatanama,
tatanegara,0,0,tatanegara,
tataniaga,0,0,tataniaga,
tatapraja,0,0,tatapraja,
tataruang,0,0,tataruang,
tatasurya,0,0,tatasurya,
tatatertib,0,0,tatatertib,
tatausaha,0,0,tatausaha,
temumuka,0,0,temumuka,
titinada,0,1,titinada,
tolakbala,0,0,tolakbala,
tolakbara,0,0,tolakbara,
tolakpeluru,0,0,tolakpeluru,
tolaksenjata,0,0,tolaksenjata,
tolaksumpah,0,0,tolaksumpah,
tumpahdarah,0,0,tumpahdarah,
ujikadar,0,0,ujikadar,
ulangtahun,0,0,ulangtahun,
unjukperasaan,0,0,unjukperasaan,
alatgesek,0,0,alatgesek,
alattiup,0,0,alattiup,
anakangkat,0,0,anakangkat,
anakasuh,0,0,anakasuh,
anakbuangan,0,0,anakbuangan,
anakdapat,0,0,anakdapat,
anakdidik,0,0,anakdidik,
anakpungut,0,0,anakpungut,
ayahangkat,0,0,ayahangkat,
ayamgoreng,0,0,ayamgoreng,
ayampanggang,0,0,ayampanggang,
babiguling,0,0,babiguling,
bapakangkat,0,0,bapakangkat,
bulutangkis,0,0,bulutangkis,
hutanlindung,0,0,hutanlindung,
ibuangkat,0,0,ibuangkat,
kacanggoreng,0,0,kacanggoreng,
kambingguling,0,0,kambingguling,
karyatulis,0,0,karyatulis,
kentanggoreng,0,0,kentanggoreng,
kopitubruk,0,0,kopitubruk,
narapidana,0,1,narapidana,
nasibungkus,0,0,nasibungkus,
nasidandang,0,0,nasidandang,
nasiuduk,0,0,nasiuduk,
nasigoreng,0,0,nasigoreng,
nasikepal,0,0,nasikepal,
nasikukus,0,0,nasikukus,
nasilecek,0,0,nasilecek,
nasilemang,0,0,nasilemang,
nasimeroyan,0,0,nasimeroyan,
nasiransum,0,0,nasiransum,
nasitambah,0,0,nasitambah,
nasitanak,0,0,nasitanak,
nasitim,0,0,nasitim,
orangtuaangkat,0,0,orangtuaangkat,
paramkocok,0,0,paramkocok,
pelurukendali,0,0,pelurukendali,
pisanggoreng,0,0,pisanggoreng,
rambutjalin,0,0,rambutjalin,
rotibakar,0,0,rotibakar,
sambalulek,0,0,sambalulek,
senjatagenggam,0,0,senjatagenggam,
tanggalipat,0,0,tanggalipat,
tanggapilin,0,0,tanggapilin,
tikarjalin,0,0,tikarjalin,
umpanbalik,0,0,umpanbalik,
hormatsenjata,0,0,hormatsenjata,
lombattali,0,0,lombattali,
loncatgalah,0,0,loncatgalah,
mandiuap,0,0,mandiuap,
terjunpayung,0,0,terjunpayung,
tusukjarum,0,0,tusukjarum,
cetakbiru,0,0,cetakbiru,
cetaklepas,0,0,cetaklepas,
cetakulang,0,0,cetakulang,
geraklurus,0,0,geraklurus,
gerakputar,0,0,gerakputar,
hukumgantung,0,0,hukumgantung,
hukumpecat,0,0,hukumpecat,
hukumpenggal,0,0,hukumpenggal,
hukumtembak,0,0,hukumtembak,
kerjabakti,0,0,kerjabakti,
kerjalembur,0,0,kerjalembur,
kerjapaksa,0,0,kerjapaksa,
kerjasama,0,0,kerjasama,
layanggantung,0,0,layanggantung,
lompatjauh,0,0,lompatjauh,
loncatindah,0,0,loncatindah,
tanampaksa,0,0,tanampaksa,
tukartambah,0,0,tukartambah,
ujicoba,0,0,ujicoba,
ujipetik,0,0,ujipetik,
sumpahjabatan,0,0,sumpahjabatan,
sumpahsetia,0,0,sumpahsetia,
temukarya,0,0,temukarya,
temuwicara,0,0,temuwicara,
tindakbalas,0,0,tindakbalas,
tindaklanjut,0,0,tindaklanjut,
turunistirahat,0,0,turunistirahat,
turunmain,0,0,turunmain,
turunmandi,0,0,turunmandi,
turunminum,0,0,turunminum,
abugosok,0,0,abugosok,
alatcacah,0,0,alatcacah,
alatukur,0,0,alatukur,
ayamaduan,0,0,ayamaduan,
ayamdaging,0,0,ayamdaging,
ayampetelur,0,0,ayampetelur,
ayamsabung,0,0,ayamsabung,
ayamtelur,0,0,ayamtelur,
batuloncatan,0,0,batuloncatan,
bengkelkerja,0,0,bengkelkerja,
dayabeli,0,0,dayabeli,
dayacipta,0,0,dayacipta,
dayadorong,0,0,dayadorong,
dayagerak,0,0,dayagerak,
dayaguna,0,0,dayaguna,
dayahidup,0,0,dayahidup,
dayajuang,0,0,dayajuang,
dayapenarik,0,0,dayapenarik,
dayapikir,0,0,dayapikir,
dayaserap,0,0,dayaserap,
dayatahan,0,0,dayatahan,
dayatanggap,0,0,dayatanggap,
dayatangkap,0,0,dayatangkap,
dayatarik,0,0,dayatarik,
doatobat,0,0,doatobat,
duitkopi,0,0,duitkopi,
gambartempel,0,0,gambartempel,
gedungjuang,0,0,gedungjuang,
hakjawab,0,0,hakjawab,
hakpakai,0,0,hakpakai,
hakpilih,0,0,hakpilih,
haktolak,0,0,haktolak,
jambicara,0,0,jambicara,
jalanmasuk,0,0,jalanmasuk,
jalanpintas,0,0,jalanpintas,
jalantembus,0,0,jalantembus,
jalankirim,0,0,jalankirim,
kamarkerja,0,0,kamarkerja,
kapalkeruk,0,0,kapalkeruk,
kapalperang,0,0,kapalperang,
kapalpesiar,0,0,kapalpesiar,
kapalselam,0,0,kapalselam,
kapurtulis,0,0,kapurtulis,
kawanbicara,0,0,kawanbicara,
kilangminyak,0,0,kilangminyak,
kudabeban,0,0,kudabeban,
kudapacu,0,0,kudapacu,
kudatunggang,0,0,kudatunggang,
kursigoyang,0,0,kursigoyang,
kursimalas,0,0,kursimalas,
langkahkerja,0,0,langkahkerja,
mercusuar,0,1,mercusuar,
minyakgorang,0,0,minyakgorang,
nasiangkatan,0,0,nasiangkatan,
nasidamai,0,0,nasidamai,
nasihadap-hadapan,0,0,nasihadap-hadapan,
obatbius,0,0,obatbius,
obatkuat,0,0,obatkuat,
obatpenawar,0,0,obatpenawar,
obatpenenang,0,0,obatpenenang,
obattidur,0,0,obattidur,
paritkuras,0,0,paritkuras,
peranserta,0,0,peranserta,
pesawattempur,0,0,pesawattempur,
pintuangin,0,0,pintuangin,
pipakuras,0,0,pipakuras,
pitasuara,0,0,pitasuara,
pompaangin,0,0,pompaangin,
rapatkerja,0,0,rapatkerja,
ruangkerja,0,0,ruangkerja,
ruangbedah,0,0,ruangbedah,
rumahgadai,0,0,rumahgadai,
rumahmakan,0,0,rumahmakan,
rumahsakit,0,0,rumahsakit,
sanggarkerja,0,0,sanggarkerja,
suratjalan,0,0,suratjalan,
surattugas,0,0,surattugas,
tanahtumpahdarah,0,0,tanahtumpahdarah,
tandabaca,0,0,tandabaca,
tandabagi,0,0,tandabagi,
tandahubung,0,0,tandahubung,
tandakurung,0,0,tandakurung,
tandaseru,0,0,tandaseru,
tandatambah,0,0,tandatambah,
tandatanya,0,0,tandatanya,
tangganada,0,0,tangganada,
tenggangtangguh,0,0,tenggangtangguh,
titikdidih,0,0,titikdidih,
titikluluh,0,0,titikluluh,
titiktolak,0,0,titiktolak,
uangbandar,0,0,uangbandar,
uangbelanja,0,0,uangbelanja,
uangduduk,0,0,uangduduk,
uangjaga,0,0,uangjaga,
uangjajan,0,0,uangjajan,
uangjalan,0,0,uangjalan,
uangjasa,0,0,uangjasa,
uangkancing,0,0,uangkancing,
uangkopi,0,0,uangkopi,
uangkunci,0,0,uangkunci,
uanglaukpauk,0,0,uanglaukpauk,
uanglembur,0,0,uanglembur,
uangmakan,0,0,uangmakan,
uangmeja,0,0,uangmeja,
uangpelicin,0,0,uangpelicin,
uangpokok,0,0,uangpokok,
uangrokok,0,0,uangrokok,
uangsekolah,0,0,uangsekolah,
uangsembah,0,0,uangsembah,
uangsemir,0,0,uangsemir,
uangsidang,0,0,uangsidang,
uangsirih,0,0,uangsirih,
uangsogok,0,0,uangsogok,
uangteh,0,0,uangteh,
uangterjun,0,0,uangterjun,
uangtinta,0,0,uangtinta,
uangtolak,0,0,uangtolak,
warungsenggol,0,0,warungsenggol,
jalurkirim,0,0,jalurkirim,
abangkandung,0,0,abangkandung,
anakkandung,0,0,anakkandung,
apiunggun,0,0,apiunggun,
buahbibir,0,0,buahbibir,
buahcakap,0,0,buahcakap,
buahkalam,0,0,buahkalam,
buahkesenian,0,0,buahkesenian,
buahmimpi,0,0,buahmimpi,
buahmulut,0,0,buahmulut,
buahpembicaraan,0,0,buahpembicaraan,
buahpena,0,0,buahpena,
buahpercakapan,0,0,buahpercakapan,
buahpikiran,0,0,buahpikiran,
buahtangan,0,0,buahtangan,
buahtutur,0,0,buahtutur,
dayabatin,0,0,dayabatin,
dayakuda,0,0,dayakuda,
hakcipta,0,0,hakcipta,
hakmilik,0,0,hakmilik,
ibukandung,0,0,ibukandung,
kabarangin,0,0,kabarangin,
kakakkandung,0,0,kakakkandung,
lukabakar,0,0,lukabakar,
lukatikam,0,0,lukatikam,
marakdamar,0,0,marakdamar,
marakintan,0,0,marakintan,
marakkaca,0,0,marakkaca,
maraklogam,0,0,maraklogam,
musikgesek,0,0,musikgesek,
saudarakandung,0,0,saudarakandung,
bajaklaut,0,0,bajaklaut,
gerakjalan,0,0,gerakjalan,
kapallaut,0,0,kapallaut,
kapaludara,0,0,kapaludara,
larigawang,0,0,larigawang,
uangmuka,0,0,uangmuka,
uangpangkal,0,0,uangpangkal,
anginsakal,0,0,anginsakal,
bintangkitar,0,0,bintangkitar,
bulankitar,0,0,bulankitar,
bungarampai,0,0,bungarampai,
darahiring,0,0,darahiring,
garisbujur,0,0,garisbujur,
garishubung,0,0,garishubung,
garislintang,0,0,garislintang,
garissinggung,0,0,garissinggung,
kampanyelisan,0,0,kampanyelisan,
